Time,Signal
0.0,0.534153860302422
0.001001001001001001,2.3651114771584987
0.002002002002002002,4.833145707624427
0.003003003003003003,5.30204037080213
0.004004004004004004,5.071803286092277
0.005005005005005005,4.487488707409954
0.006006006006006006,3.2672896277948906
0.007007007007007007,2.4493258178199167
0.008008008008008008,2.829010384439377
0.009009009009009009,3.3441091804670404
0.01001001001001001,2.0870205185507875
0.011011011011011011,0.2154591347947249
0.012012012012012012,-1.5864343349605987
0.013013013013013013,-3.4704193561712664
0.014014014014014014,-7.095476650823027
0.015015015015015015,-6.383975852141515
0.016016016016016016,-6.438800834575634
0.017017017017017015,-3.0316321707388125
0.018018018018018018,-0.7746428454255141
0.01901901901901902,0.9905352073181244
0.02002002002002002,2.032840512287251
0.02102102102102102,0.7690439784204447
0.022022022022022022,2.2075528588163276
0.023023023023023025,2.563706086741489
0.024024024024024024,3.325493312957331
0.025025025025025023,5.604974897607265
0.026026026026026026,6.431988559471245
0.02702702702702703,7.125642130352949
0.028028028028028028,3.562305216132075
0.029029029029029027,0.747530910409036
0.03003003003003003,-1.6436608680661922
0.031031031031031032,-3.9359769644673417
0.03203203203203203,-5.315244719244303
0.03303303303303303,-3.7939654035473627
0.03403403403403403,-4.093566660413653
0.035035035035035036,-3.3175093255192425
0.036036036036036036,-2.906760782419664
0.037037037037037035,-2.6214288883340853
0.03803803803803804,-4.133882313947294
0.03903903903903904,-2.2171791999255754
0.04004004004004004,-1.0981815910835384
0.04104104104104104,0.10360554266897637
0.04204204204204204,3.603519426180452
0.043043043043043044,5.531941861699668
0.044044044044044044,7.131312370007212
0.04504504504504504,6.065249755194916
0.04604604604604605,4.8506191356767605
0.04704704704704705,1.8750877074222465
0.04804804804804805,1.1092648500266011
0.04904904904904905,-0.6752346314109547
0.050050050050050046,0.3559841250216191
0.05105105105105105,-0.21243834845446513
0.05205205205205205,-1.394753833839541
0.05305305305305305,-2.844802814469839
0.05405405405405406,-4.457113520793989
0.055055055055055056,-6.408260874339835
0.056056056056056056,-6.725260400183101
0.057057057057057055,-5.901440838409224
0.058058058058058054,-3.100524984386673
0.05905905905905906,0.12427597306095739
0.06006006006006006,1.6758535547236875
0.06106106106106106,3.6888655895850486
0.062062062062062065,3.0126784626654115
0.06306306306306306,3.147169354386694
0.06406406406406406,3.264280494854678
0.06506506506506507,2.5531794254272904
0.06606606606606606,3.4162387640475287
0.06706706706706707,4.629519906888274
0.06806806806806806,4.733570454402041
0.06906906906906907,3.8149039232560247
0.07007007007007007,1.2373973566199052
0.07107107107107107,-2.0438765358338666
0.07207207207207207,-4.666250574490717
0.07307307307307308,-6.590424522310255
0.07407407407407407,-6.216101336750456
0.07507507507507508,-4.834948403398194
0.07607607607607608,-2.948812499112465
0.07707707707707707,-1.2809003058603112
0.07807807807807808,-1.6869532162557652
0.07907907907907907,-1.0395431278404623
0.08008008008008008,0.36174973294251944
0.08108108108108109,-0.5702246154903008
0.08208208208208208,1.3903921336198795
0.08308308308308308,3.7327969693810297
0.08408408408408408,5.573250450029584
0.08508508508508508,6.360372342106943
0.08608608608608609,6.020294700186847
0.08708708708708708,4.917837686118489
0.08808808808808809,1.6382055240769353
0.0890890890890891,-0.7444502830331919
0.09009009009009009,-2.749958780954934
0.09109109109109109,-2.0714431190039035
0.0920920920920921,-3.019261800109686
0.09309309309309309,-2.7321013968624426
0.0940940940940941,-3.4371136749779825
0.09509509509509509,-3.894198131576007
0.0960960960960961,-4.864023181033156
0.0970970970970971,-5.583377963679458
0.0980980980980981,-4.863849187117876
0.0990990990990991,-2.4969866254127884
0.10010010010010009,0.3578280092571472
0.1011011011011011,3.5036596423639246
0.1021021021021021,5.771656615135709
0.1031031031031031,5.418614091674122
0.1041041041041041,3.974154727199515
0.10510510510510511,4.094178507688026
0.1061061061061061,2.4664907537733898
0.10710710710710711,2.557971120762212
0.10810810810810811,2.281748835531707
0.1091091091091091,1.946274048091082
0.11011011011011011,2.347675260764685
0.1111111111111111,-0.694186180301121
0.11211211211211211,-2.5876713182360342
0.11311311311311312,-5.60892813798654
0.11411411411411411,-6.5225606778303264
0.11511511511511512,-6.7775856759309505
0.11611611611611611,-5.172335778017568
0.11711711711711711,-4.336845601553364
0.11811811811811812,-0.6389123577437499
0.11911911911911911,0.5368325650177699
0.12012012012012012,1.0840508716601667
0.12112112112112113,1.3281895703335946
0.12212212212212212,2.6018362283054026
0.12312312312312312,2.1993768972974648
0.12412412412412413,3.415283459015286
0.12512512512512514,5.419959483850942
0.12612612612612611,6.699949848839746
0.12712712712712712,6.698627335569985
0.12812812812812813,4.3327743388249536
0.12912912912912913,1.3523722641251255
0.13013013013013014,-1.964030285404165
0.13113113113113112,-4.417656943562275
0.13213213213213212,-4.350797421905436
0.13313313313313313,-4.277328931417583
0.13413413413413414,-3.4427837932842174
0.13513513513513514,-2.7536436409345963
0.13613613613613612,-2.5944746502694906
0.13713713713713713,-2.7281990197895705
0.13813813813813813,-2.9657182979736074
0.13913913913913914,-3.279983425516724
0.14014014014014015,-1.0750020642602132
0.14114114114114115,0.21292582968031204
0.14214214214214213,4.545266392593185
0.14314314314314314,5.832375586347364
0.14414414414414414,6.601374758446063
0.14514514514514515,5.6677502514247085
0.14614614614614616,4.3436448761430855
0.14714714714714713,2.3118697834211406
0.14814814814814814,0.40339581413896614
0.14914914914914915,-0.3938827959120633
0.15015015015015015,0.02628904256421255
0.15115115115115116,0.442837638607922
0.15215215215215216,-0.48634952298967216
0.15315315315315314,-3.0513949345850735
0.15415415415415415,-4.718570664293041
0.15515515515515516,-6.026805632846008
0.15615615615615616,-6.3343612411535615
0.15715715715715717,-4.73434930185788
0.15815815815815815,-2.603410189624472
0.15915915915915915,-0.5828327571040282
0.16016016016016016,1.5340372225640744
0.16116116116116116,2.746207956566172
0.16216216216216217,3.7885781034646695
0.16316316316316315,2.649349948743486
